,feature_2,feature_4,target,category_1_encoded,feature_9
1523,-1.931305687,-1.146920637,0,3,-5.793917061
1524,-0.698717117,-0.63839756,1,1,-0.698717117
1525,2.160264819,2.047814727,1,2,4.320529638
1526,3.656556396,4.07717887,1,2,7.313112792
1527,2.897174153,3.455835419,1,2,5.794348306
1528,-0.75159352,-1.104896535,0,1,-0.75159352
1529,-2.23307344,-2.414256275,0,3,-6.69922032
1530,0.589922969,0.860092278,0,0,0.0
1531,-3.642175202,-3.694988006,0,3,-10.926525605999998
1532,0.55937649,0.177643685,1,0,0.0
1533,-0.132086324,0.084191607,0,1,-0.132086324
1534,-1.256667996,-0.98807211,1,1,-1.256667996
1535,-3.432098807,-3.565853109,0,3,-10.296296421000001
1536,1.246697207,1.271236714,1,2,2.493394414
1537,-1.299788465,-1.530417693,0,3,-3.8993653950000002
1538,-2.703643874,-3.141738845,0,3,-8.110931621999999
1539,-5.370818989,-5.569644832,0,3,-16.112456967
1540,-0.33379334,-0.3042204,0,1,-0.33379334
1541,3.581327073,2.991291384,1,2,7.162654146
1542,3.336335468,3.166730295,1,2,6.672670936
1543,-1.476318176,-1.441186124,0,1,-1.476318176
1544,-1.257887525,-0.780023561,0,3,-3.7736625749999995
1545,1.027231162,0.90219422,0,0,0.0
1546,-1.925909002,-2.424269942,0,3,-5.777727006
1547,0.784287936,0.700423931,1,0,0.0
1548,1.454662294,1.228034572,1,2,2.909324588
1549,2.596367336,2.817238758,1,2,5.192734672
1550,-0.338173967,-0.473336097,1,1,-0.338173967
1551,-0.689440984,-1.773667632,0,1,-0.689440984
1552,-2.015510849,-0.538861048,0,3,-6.046532547
1553,-1.946182799,-1.889237482,0,3,-5.838548397
1554,-0.25104059,-0.215363986,0,1,-0.25104059
1555,0.431816312,-0.184747677,0,0,0.0
1556,1.881977021,1.296149314,1,2,3.763954042
1557,-1.65954274,-1.696322323,0,3,-4.97862822
1558,2.964847423,3.099315956,1,2,5.929694846
1559,-0.269525743,0.011319913,1,1,-0.269525743
1560,-0.130420062,-0.035444999,1,1,-0.130420062
1561,-1.372103046,-1.846479927,0,3,-4.116309138
1562,-4.84096785,-0.0195407195,0,3,-14.52290355
1563,1.737687012,1.697598072,1,2,3.475374024
1564,1.933681619,1.720091751,1,2,3.867363238
1565,-0.850923463,-1.355952153,0,1,-0.850923463
1566,0.391807802,0.723031091,0,0,0.0
1567,1.163159749,0.532929049,1,2,2.326319498
1568,-3.220996713,-2.974209177,0,3,-9.662990139
1569,-0.732241651,-1.296296841,0,3,-2.1967249530000004
1570,1.218907337,1.272542811,1,2,2.437814674
1571,-2.612932178,-2.239342449,0,3,-7.838796534
1572,0.345419423,0.210246097,1,0,0.0
1573,-2.630746916,-1.954778982,0,3,-7.892240748000001
1574,0.710247145,1.477401675,1,0,0.0
1575,0.015329825,0.110199825,1,1,0.015329825
1576,-3.267550915,-3.050996767,0,3,-9.802652745
1577,2.23360792,2.657891467,1,2,4.46721584
1578,-1.391453704,-1.173683155,1,3,-4.174361112
1579,-1.674229199,-1.499331912,0,3,-5.022687597
1580,0.183411426,-0.026216335,0,0,0.0
1581,2.857549297,2.182606827,1,2,5.715098594
1582,-2.129077075,-2.68511524,0,3,-6.387231225000001
1583,-0.320162116,0.632784827,0,0,-0.0
1584,0.689213263,0.818196846,0,0,0.0
1585,1.132755877,1.034482484,1,2,2.265511754
1586,0.518112234,1.023443137,0,0,0.0
1587,-0.669725146,-0.969508335,0,1,-0.669725146
1588,-1.575437881,-1.342194574,0,3,-4.726313643
1589,0.098283273,0.129160086,0,0,0.0
1590,-2.200148073,-2.016137073,0,3,-6.600444219
1591,-0.016698388,-0.0195407195,0,3,-0.050095164000000005
1592,0.856880971,0.471003249,1,0,0.0
1593,1.974936369,1.64578794,1,2,3.949872738
1594,-4.658649789,-4.972203469,0,3,-13.975949367
1595,-1.919438843,-1.920626968,0,3,-5.758316529
1596,1.338220304,0.715766231,1,2,2.676440608
1597,4.291879427,3.792907981,1,2,8.583758854
1598,0.099217424,0.153427143,0,0,0.0
1599,-1.384236268,-1.435306286,0,3,-4.1527088039999995
1600,-0.128031634,-0.05193902,0,1,-0.128031634
1601,2.616743655,2.598726241,1,2,5.23348731
1602,-1.463076874,-0.455496791,0,3,-4.3892306219999995
1603,-1.835568333,-1.78487296,0,3,-5.506704999
1604,-0.928904132,-1.080535991,0,1,-0.928904132
1605,-2.277403665,-2.236950951,0,3,-6.8322109950000005
1606,0.337771451,0.745753468,0,0,0.0
1607,3.227518298,3.207666942,1,2,6.455036596
1608,0.873086486,1.14697783,1,0,0.0
1609,-0.639090466,-0.480672081,0,1,-0.639090466
1610,-0.624286195,-0.740452426,0,1,-0.624286195
1611,-2.901940951,-2.857590631,0,3,-8.705822852999999
1612,2.042846684,2.682415529,1,2,4.085693368
1613,-0.291704867,-0.194473549,0,1,-0.291704867
1614,-0.324603581,-0.71901199,0,1,-0.324603581
1615,-0.016698388,-0.0195407195,1,2,-0.033396776
1616,0.672236498,-0.173462402,1,0,0.0
1617,-1.556097232,-1.501137749,0,3,-4.668291696
1618,-0.596438513,-0.071613575,1,1,-0.596438513
1619,1.918950722,1.382388414,1,2,3.837901444
1620,0.142314774,0.202207868,1,0,0.0
1621,-2.78696981,-2.392797088,0,3,-8.36090943
1622,1.929902832,2.366358285,0,2,3.859805664
1623,-1.065736365,-0.553815896,0,3,-3.197209095
1624,3.986240631,3.238939099,1,2,7.972481262
1625,2.102987806,2.304960188,1,2,4.205975612
1626,-0.634669543,-1.236895617,0,1,-0.634669543
1627,2.419224375,2.01989152,1,2,4.83844875
1628,0.321888498,0.650337401,1,0,0.0
1629,2.067651846,2.130870695,1,2,4.135303692
1630,1.212454456,1.502988886,1,0,0.0
1631,-1.671559233,-2.043205875,0,3,-5.014677699
1632,-1.353455419,-0.764014175,0,3,-4.060366257
1633,1.754203376,2.029536949,1,2,3.508406752
1634,-0.607442737,-0.251723489,0,1,-0.607442737
1635,-1.030340372,-1.462407083,0,1,-1.030340372
1636,-2.068872091,-1.600311595,0,3,-6.206616273
1637,0.609048971,0.48258434,1,0,0.0
1638,4.032971372,3.788480864,1,2,8.065942744
1639,-2.140659711,-1.890474295,0,3,-6.421979133000001
1640,0.10316183,0.336446539,0,0,0.0
1641,2.704339784,2.365612245,1,2,5.408679568
1642,0.054573959,0.877094363,0,1,0.054573959
1643,0.863102541,1.588842771,1,0,0.0
1644,-2.282331543,-2.040317487,0,3,-6.846994629000001
1645,0.901872648,1.074034017,1,0,0.0
1646,0.018422037,0.150336527,1,1,0.018422037
1647,2.038492105,1.418493454,1,2,4.07698421
1648,2.302200978,2.347323933,0,2,4.604401956
1649,4.873635013,4.913451646,1,2,9.747270026
1650,1.115383882,0.884979208,1,2,2.230767764
1651,0.698578258,0.574838589,1,0,0.0
1652,0.311252425,-0.641264533,0,0,0.0
1653,-1.039409513,-1.478318685,0,1,-1.039409513
1654,0.506854609,0.875585126,1,0,0.0
1655,-0.299895128,0.392583633,0,1,-0.299895128
1656,0.623722153,0.246369879,0,0,0.0
1657,2.457867237,2.531006699,1,2,4.915734474
1658,-1.878533773,-1.439180841,0,3,-5.635601319
1659,2.044042565,1.835956555,1,2,4.08808513
1660,2.915093391,3.185592662,1,2,5.830186782
1661,-0.187089884,-0.200605763,1,1,-0.187089884
1662,-4.053781498,-3.577620703,0,3,-12.161344494000002
1663,-1.558662644,-2.071642939,1,3,-4.675987932
1664,2.729516514,2.287685862,1,2,5.459033028
1665,-0.047270937,0.06454473,1,1,-0.047270937
1666,-1.82821865,-1.78973621,0,3,-5.48465595
1667,-0.826576283,-0.849105841,0,3,-2.479728849
1668,1.694396991,1.924730655,1,2,3.388793982
1669,0.973301209,0.601041383,1,2,1.946602418
1670,-0.321924962,-0.869699207,1,1,-0.321924962
1671,-0.745679724,-0.945722967,0,1,-0.745679724
1672,-0.958073289,-1.113384712,0,1,-0.958073289
1673,-2.028850815,-2.142349688,0,3,-6.086552445000001
1674,2.935318496,3.44293678,1,2,5.870636992
1675,-0.74669917,-0.438532272,0,1,-0.74669917
1676,2.654855451,2.868151399,1,2,5.309710902
1677,3.078198064,3.166997902,1,2,6.156396128
1678,1.890668255,1.716992873,1,2,3.78133651
1679,-0.702269438,-1.043847501,1,1,-0.702269438
1680,0.640964856,0.162101888,1,0,0.0
1681,-0.029321158,-0.307123898,1,1,-0.029321158
1682,-1.843329796,-1.860498591,0,3,-5.529989388
1683,0.804544689,0.342551008,1,0,0.0
1684,-2.673525257,-2.605717353,0,3,-8.020575771
1685,2.205319228,2.127543977,1,2,4.410638456
1686,-1.256883726,-1.415803091,0,1,-1.256883726
1687,0.350399967,0.815013128,1,0,0.0
1688,0.808861244,-0.175386205,1,0,0.0
1689,-0.618899389,-0.772391207,1,1,-0.618899389
1690,1.071250815,0.130275837,1,2,2.14250163
1691,-0.775462428,-0.680037359,0,1,-0.775462428
1692,1.956304507,2.26117714,1,2,3.912609014
1693,-2.709673574,-3.250116056,0,3,-8.129020722
1694,0.38970213,-0.099520904,1,0,0.0
1695,3.66246709,2.983147157,0,2,7.32493418
1696,-1.725067782,-1.699610985,0,3,-5.175203346
1697,-0.925748682,-1.062063993,0,3,-2.777246046
1698,1.132058858,1.020596965,1,2,2.264117716
1699,-0.05770276,-0.204891416,0,0,-0.0
1700,0.589614146,0.20017452,1,0,0.0
1701,1.100939325,1.553688934,1,0,0.0
1702,1.185146338,1.29408261,0,2,2.370292676
1703,2.473839395,1.99997398,0,2,4.94767879
1704,0.937268767,0.65705004,1,0,0.0
1705,-0.623810409,-0.972637919,1,1,-0.623810409
1706,1.351600365,1.913971526,1,2,2.70320073
1707,3.620997226,3.905484935,1,2,7.241994452
1708,-0.301784468,-0.352380251,1,1,-0.301784468
1709,-2.059977257,-1.377088783,0,3,-6.179931771
1710,2.449113699,3.029931137,1,2,4.898227398
1711,0.182440083,0.090155726,0,1,0.182440083
1712,-4.631576759,-4.795802888,0,3,-13.894730276999999
1713,1.310200097,1.165254515,1,2,2.620400194
1714,-1.119690856,-1.500789495,0,3,-3.359072568
1715,-0.484749704,0.208840075,0,1,-0.484749704
1716,0.673202982,0.270637981,1,0,0.0
1717,0.530786582,0.878108308,0,0,0.0
1718,1.717732014,1.993949266,1,2,3.435464028
1719,-0.830693829,-0.952640221,0,1,-0.830693829
1720,0.987580551,1.711598593,1,2,1.975161102
1721,-0.914770338,-1.538408867,1,1,-0.914770338
1722,1.482857992,1.450981471,1,2,2.965715984
1723,1.24499242,1.049376354,1,2,2.48998484
1724,-1.743086041,-1.358848781,0,3,-5.229258123
1725,2.030266612,2.171692958,1,2,4.060533224
1726,-1.15893741,-1.849855482,0,3,-3.47681223
1727,1.320515146,1.816306923,1,2,2.641030292
1728,0.276316065,0.470500755,1,0,0.0
1729,3.454667935,3.040471191,1,2,6.90933587
1730,-0.760997128,-0.90086877,0,1,-0.760997128
1731,-0.631291133,-1.151245099,0,1,-0.631291133
1732,-0.142466023,-0.210801233,0,1,-0.142466023
1733,-0.714006992,-0.653959805,1,1,-0.714006992
1734,1.403001195,1.269142331,1,2,2.80600239
1735,-3.879134303,-4.059320103,0,3,-11.637402908999999
1736,-1.805702689,-2.450798836,0,3,-5.417108067
1737,-2.335659948,-2.200763363,0,3,-7.006979844
1738,1.81813117,1.048349331,1,2,3.63626234
1739,3.130248312,3.142680119,1,2,6.260496624
1740,-0.014512368,-0.734174698,0,1,-0.014512368
1741,-0.308957659,-0.288755703,0,1,-0.308957659
1742,-0.025168731,-0.027616333,0,0,-0.0
1743,2.245310683,2.40664867,1,2,4.490621366
1744,-1.519070284,-1.174155997,0,3,-4.557210852000001
1745,0.462144079,0.881179448,1,0,0.0
1746,1.914048552,1.270031512,1,2,3.828097104
1747,0.813912043,0.790629621,0,2,1.627824086
1748,0.000247003,0.804623357,1,0,0.0
1749,1.97008445,2.017724678,1,2,3.9401689
1750,-5.341367564,-0.0195407195,0,3,-16.024102692
1751,1.575667532,1.543787081,1,2,3.151335064
1752,-1.757850673,-1.911317049,0,3,-5.273552019
1753,-3.886285059,-4.356868322,0,3,-11.658855177
1754,0.906256981,1.253898656,1,2,1.812513962
1755,2.746620921,2.980361944,1,2,5.493241842
1756,-0.303903768,-0.837707396,0,1,-0.303903768
1757,1.881411357,1.844101524,1,2,3.762822714
1758,3.306175728,3.079590268,1,2,6.612351456
1759,2.449170285,1.808533279,1,2,4.89834057
1760,3.466757347,2.900829564,0,2,6.933514694
1761,1.57094547,1.064561541,1,2,3.14189094
1762,0.086900825,0.063528924,1,0,0.0
1763,-2.883750025,-3.066931225,0,3,-8.651250075
1764,-0.180841769,-0.564516954,0,1,-0.180841769
1765,-1.49991412,-1.656667331,0,3,-4.49974236
1766,3.738174081,4.03718807,1,2,7.476348162
1767,-0.035982606,0.106695833,1,1,-0.035982606
1768,0.405361318,0.806108841,1,0,0.0
1769,1.50425248,1.412927334,1,2,3.00850496
1770,0.334697811,0.975720687,1,0,0.0
1771,3.705770616,3.84500257,1,2,7.411541232
1772,-1.069567753,-1.265134723,0,3,-3.208703259
1773,0.65895355,0.696134274,1,0,0.0
1774,-1.086116423,-1.585346804,0,3,-3.258349269
1775,-2.596734075,-2.719208129,0,3,-7.790202225
1776,-1.537984291,-1.365994599,0,3,-4.613952873
1777,-0.135565774,0.109102029,0,1,-0.135565774
1778,-0.780615329,-0.944680218,0,1,-0.780615329
1779,-1.369864443,-0.276308272,0,3,-4.109593329
1780,-3.061947321,-3.130830418,0,3,-9.185841963
1781,-0.49242467,-1.163782287,0,1,-0.49242467
1782,-3.157673282,-2.672366405,0,3,-9.473019846
1783,1.681659839,1.92451076,1,2,3.363319678
1784,0.48094746,0.573622988,0,0,0.0
1785,-0.016698388,-2.917757833,0,3,-0.050095164000000005
1786,-0.406932697,-0.24959409,1,1,-0.406932697
1787,-1.520475926,-0.872869427,0,3,-4.5614277780000005
1788,0.289932529,0.370585704,1,0,0.0
1789,2.589856776,2.001843341,1,2,5.179713552
1790,-3.802097822,-5.183439455,0,3,-11.406293466
1791,0.130641661,0.284465485,0,0,0.0
1792,-0.309326618,-0.703692035,1,1,-0.309326618
1793,1.430964105,1.391079018,1,2,2.86192821
1794,0.596996294,0.273365245,1,0,0.0
1795,-1.559562636,-1.91192623,0,3,-4.678687908
1796,-1.018859752,-1.324969406,0,1,-1.018859752
1797,-1.688627257,-1.958577401,0,3,-5.065881771
1798,2.160756357,2.471250752,1,2,4.321512714
1799,0.287184882,0.516642399,1,0,0.0
1800,3.688819803,3.205624274,1,2,7.377639606
1801,-0.018812902,-0.447506792,0,1,-0.018812902
1802,-1.358795954,-1.207147192,0,3,-4.076387862000001
1803,-3.018648679,-2.597647732,0,3,-9.055946037
1804,-3.420172689,-3.005316145,0,3,-10.260518067
1805,-3.300440125,-3.701603662,0,3,-9.901320375000001
1806,0.419216012,0.814940585,1,0,0.0
1807,1.015069882,0.304562028,1,2,2.030139764
1808,-3.290410705,-3.371564472,0,3,-9.871232115000002
1809,1.891679086,2.086489663,1,2,3.783358172
1810,-1.108760564,-1.940282569,0,1,-1.108760564
1811,0.338846866,1.175989635,1,0,0.0
1812,3.204406703,3.735084776,1,2,6.408813406
1813,1.836663825,2.095465414,1,2,3.67332765
1814,-0.629009575,-1.015020858,0,1,-0.629009575
1815,-1.85020211,-1.87744356,0,3,-5.55060633
1816,-4.284428949,-3.968260881,0,3,-12.853286847
1817,-1.397891737,-1.846956364,0,3,-4.1936752109999995
1818,-0.423100861,-0.495290553,0,1,-0.423100861
1819,-1.633286583,-1.269133043,0,3,-4.899859749
1820,-0.460661318,-1.058499319,0,1,-0.460661318
1821,0.140863007,0.273832891,1,0,0.0
1822,-0.764437768,-1.46634562,0,1,-0.764437768
1823,-1.225588866,-1.603127568,0,3,-3.6767665980000004
1824,0.114260037,-0.087577006,0,0,0.0
1825,0.828219248,1.033641493,1,0,0.0
1826,-2.25521102,-2.535526661,0,3,-6.76563306
1827,2.878042985,2.928262341,1,2,5.75608597
1828,-0.307734448,-0.582625703,1,1,-0.307734448
1829,-0.081361894,-0.293608602,0,0,-0.0
1830,1.703600139,2.203864742,1,2,3.407200278
1831,0.523345621,0.063254349,1,0,0.0
1832,1.794063097,2.097724687,1,2,3.588126194
1833,0.524081596,0.523656042,1,0,0.0
1834,-0.895803759,-1.126025234,1,3,-2.687411277
1835,0.675974075,0.188964942,1,0,0.0
1836,-2.425307739,-2.883802262,0,3,-7.275923217
1837,0.080120182,-0.215337828,1,0,0.0
1838,-0.176285277,-0.23630704,1,1,-0.176285277
1839,-0.535133259,-0.293729405,0,1,-0.535133259
1840,-0.513004593,-0.633100297,1,1,-0.513004593
1841,-3.98853811,-4.081862451,0,3,-11.96561433
1842,-1.26331389,-1.29690998,0,3,-3.78994167
1843,0.304004006,0.494715083,1,0,0.0
1844,0.243465327,0.501386454,0,0,0.0
1845,-2.09678262,-2.65156881,0,3,-6.29034786
1846,2.785433287,2.672603403,1,2,5.570866574
1847,-1.473348266,-0.98238666,0,3,-4.420044797999999
1848,1.882489412,1.356041431,0,2,3.764978824
1849,0.728216022,0.757941178,1,0,0.0
1850,-1.465340682,-1.533678284,0,3,-4.396022046
1851,3.689176939,3.462506703,1,2,7.378353878
1852,-2.42821511,-1.79190205,0,3,-7.28464533
1853,1.761009369,1.775743693,1,2,3.522018738
1854,1.838431721,2.44288975,1,2,3.676863442
1855,-1.4951737,-1.492922818,0,3,-4.4855211
1856,2.848942238,3.033044594,0,2,5.697884476
1857,-0.763180682,-0.994069286,0,1,-0.763180682
1858,0.776360997,0.549923527,1,0,0.0
1859,0.413874749,0.577613761,0,0,0.0
1860,-0.298544672,-0.127465689,0,1,-0.298544672
1861,1.354220955,1.593415781,1,2,2.70844191
1862,1.584504253,1.735175568,1,2,3.169008506
1863,-3.562728135,-4.097296506,0,3,-10.688184405
1864,2.598664366,2.276116895,1,2,5.197328732
1865,-3.030642196,-2.690665042,0,3,-9.091926588
1866,2.100632018,1.317245872,1,2,4.201264036
1867,2.094478437,2.211521333,1,2,4.188956874
1868,-2.324196843,-2.368948882,0,3,-6.9725905290000005
1869,-0.702602339,-0.362769592,0,1,-0.702602339
1870,-1.951670679,-1.785022204,0,3,-5.855012037
1871,-0.373458456,-0.639050568,1,1,-0.373458456
1872,-0.478326019,-0.762066035,0,1,-0.478326019
1873,1.681268609,1.47215522,0,2,3.362537218
1874,2.904430375,3.136455594,1,2,5.80886075
1875,2.401449587,1.480564115,1,2,4.802899174
1876,-0.990892265,-0.927940488,0,3,-2.972676795
1877,-0.221696539,-0.574910374,0,1,-0.221696539
1878,-3.634621126,-3.558287007,0,3,-10.903863378
1879,-1.78887377,-1.651074655,0,3,-5.366621309999999
1880,1.759546716,1.094616083,1,2,3.519093432
1881,3.085407608,2.994661037,1,2,6.170815216
1882,-2.565041154,-2.502813011,0,3,-7.695123462000001
1883,-1.136407956,-1.101227918,0,3,-3.4092238679999998
1884,0.120323416,0.071443035,1,1,0.120323416
1885,0.776585709,0.288230701,0,0,0.0
1886,-1.786771652,-2.214222864,0,3,-5.360314956
1887,0.679181489,0.12796256,1,0,0.0
1888,-0.684514326,-0.462896098,0,1,-0.684514326
1889,0.100444245,0.054215909,0,1,0.100444245
1890,1.109141464,1.088440169,1,2,2.218282928
1891,0.107511875,-0.574685503,0,0,0.0
1892,-0.878732537,-0.892173656,0,1,-0.878732537
1893,-0.114302671,0.139152158,1,1,-0.114302671
1894,-0.243939258,-0.980675088,0,1,-0.243939258
1895,-0.686261073,-0.900423576,0,1,-0.686261073
1896,-0.819701335,-1.447840988,0,1,-0.819701335
1897,3.059737482,2.891624652,1,2,6.119474964
1898,0.986436661,0.626039901,0,2,1.972873322
1899,-0.665838643,-0.513475109,0,1,-0.665838643
1900,1.208606158,1.276301983,1,2,2.417212316
1901,-0.774347705,-0.257745942,0,1,-0.774347705
1902,2.043366463,2.021735323,1,2,4.086732926
1903,0.84902448,0.984419601,1,0,0.0
1904,-0.231106992,-0.454189984,0,1,-0.231106992
1905,0.55439233,0.11316647,0,0,0.0
1906,-3.308718286,-2.974813312,0,3,-9.926154858
1907,-2.186214652,-1.688912631,0,3,-6.558643955999999
1908,-2.496454402,-2.214192122,0,3,-7.489363206
1909,0.146497897,0.198989147,1,0,0.0
1910,3.450111464,3.060474042,1,2,6.900222928
1911,4.531319799,4.987971069,1,2,9.062639598
1912,0.988831711,1.220635438,1,2,1.977663422
1913,1.111714646,1.92166609,1,2,2.223429292
1914,-3.762174125,-4.223943705,0,3,-11.286522375
1915,-1.088933193,-0.743906593,0,3,-3.2667995789999997
1916,-1.582651532,-1.36300893,0,3,-4.7479545960000005
1917,-1.34710842,-1.4839193,0,3,-4.041325260000001
1918,-0.541019586,0.004514366,0,1,-0.541019586
1919,-1.001318465,-0.840380406,0,1,-1.001318465
1920,-3.633533559,-4.00829077,0,3,-10.900600677
1921,1.223485506,1.1761499,1,2,2.446971012
1922,-1.807023448,-2.18656697,0,3,-5.421070344
1923,0.426549494,0.239143208,0,0,0.0
1924,4.155239623,4.436770084,1,2,8.310479246
1925,-2.056111345,-1.660401727,0,3,-6.168334035000001
1926,-5.214828929,-5.126343995,0,3,-15.644486787000002
1927,-0.672590374,-0.972620324,0,1,-0.672590374
1928,1.992780276,2.145423644,1,2,3.985560552
1929,3.874911317,4.164271172,1,2,7.749822634
1930,-2.540502367,-3.329347065,0,3,-7.621507101000001
1931,1.363554675,1.410146185,1,0,0.0
1932,-1.163815751,-1.23989167,0,1,-1.163815751
1933,-0.191358605,0.190125897,0,1,-0.191358605
1934,5.33825595,5.492531616,1,2,10.6765119
1935,-3.220004767,-3.026264086,0,3,-9.660014301
1936,0.644844822,0.452080436,1,0,0.0
1937,0.855720941,0.856381628,1,0,0.0
1938,1.67309472,2.050568707,1,2,3.34618944
1939,0.327936229,0.301984336,0,0,0.0
1940,0.392712902,0.462580724,1,0,0.0
1941,-0.992852124,-1.607235043,0,1,-0.992852124
1942,0.675834299,0.648418285,1,0,0.0
1943,-0.755816847,-1.560616835,0,1,-0.755816847
1944,1.42669821,1.220240262,1,2,2.85339642
1945,-0.497187453,-0.47178123,0,1,-0.497187453
1946,0.625215096,0.932027414,1,0,0.0
1947,0.100126872,-0.299537106,0,1,0.100126872
1948,2.101008341,2.250481999,1,2,4.202016682
1949,0.343835736,0.931233098,1,1,0.343835736
1950,-3.684656337,-3.940953884,0,3,-11.053969011
1951,2.72906049,2.110239321,1,2,5.45812098
1952,-1.642706597,-1.526770614,0,3,-4.928119791
1953,-1.244315113,-1.721113915,0,3,-3.7329453390000005
1954,-1.32543122,-1.65303065,0,3,-3.97629366
1955,2.718596688,3.087931465,1,2,5.437193376
1956,-4.702066051,-3.95130634,0,3,-14.106198153000001
1957,-0.016698388,-0.0195407195,1,2,-0.033396776
1958,2.182036684,1.887068788,1,2,4.364073368
1959,0.473177712,0.297230127,1,0,0.0
1960,-0.704449235,-0.923572457,0,1,-0.704449235
1961,0.317980861,1.091297866,1,0,0.0
1962,0.89262666,0.680399528,0,2,1.78525332
1963,1.348762959,1.193662193,1,2,2.697525918
1964,1.169076713,1.815547702,1,2,2.338153426
1965,0.145116604,0.375787129,1,0,0.0
1966,-0.267627733,0.12673196,1,1,-0.267627733
1967,-0.507795042,-0.870240192,0,1,-0.507795042
1968,-0.26776956,-0.479841433,1,1,-0.26776956
1969,2.362488615,1.946601272,1,2,4.72497723
1970,1.262624391,1.58312901,1,2,2.525248782
1971,-0.016698388,-5.427088072,0,3,-0.050095164000000005
1972,1.677950318,1.43804057,1,2,3.355900636
1973,0.488111527,0.342414998,1,0,0.0
1974,-0.231084686,-0.359280712,1,1,-0.231084686
1975,-0.727375811,-1.346265408,0,1,-0.727375811
1976,2.398722115,2.129193284,1,2,4.79744423
1977,1.777431204,2.08673769,1,2,3.554862408
1978,-1.327900886,-1.678068288,0,3,-3.9837026579999995
1979,0.890511315,0.92770406,1,0,0.0
1980,-2.411809137,-2.935016726,0,3,-7.235427411
1981,-2.699301934,-2.756902299,0,3,-8.097905802
1982,-1.33464028,-1.559968742,0,3,-4.003920839999999
1983,1.832222908,1.343554314,1,2,3.664445816
1984,2.095093059,2.411247497,1,2,4.190186118
1985,1.06520325,1.403854194,1,2,2.1304065
1986,1.78324202,1.395426536,0,2,3.56648404
1987,0.996615197,0.910141812,1,2,1.993230394
1988,-1.157999626,-1.140272153,0,3,-3.473998878
1989,1.024833604,0.298928889,1,0,0.0
1990,1.581349857,1.022512766,1,2,3.162699714
1991,1.664337521,2.178851296,1,2,3.328675042
1992,2.258892146,1.832841387,1,2,4.517784292
1993,1.332094011,1.835367254,1,2,2.664188022
1994,0.440398677,-0.097766793,1,0,0.0
1995,2.1885823,2.452113411,1,2,4.3771646
1996,0.012007817,-0.112513426,1,1,0.012007817
1997,-1.527896671,-1.596203178,0,3,-4.583690013
1998,-0.167905927,0.574468438,1,1,-0.167905927
1999,-1.546764401,-2.048439055,0,3,-4.640293203
2000,-1.585992487,-1.348073209,0,3,-4.757977460999999
2001,-0.202467261,0.018928604,1,1,-0.202467261
2002,-1.362689208,-0.020859852,0,3,-4.088067624
2003,-0.464886065,-0.895738393,0,1,-0.464886065
2004,-3.570333829,-3.820727746,0,3,-10.711001487
2005,0.384209509,0.710578423,0,0,0.0
2006,-0.090912843,-0.171018387,1,0,-0.0
2007,-1.781557533,-1.966777915,0,3,-5.344672599
2008,1.307312044,1.690316639,1,2,2.614624088
2009,1.859422116,1.752794742,1,2,3.718844232
2010,-3.173784203,-3.530527831,0,3,-9.521352609
2011,-1.551309049,-1.260824987,0,3,-4.653927147
2012,-1.565010246,-1.414895042,0,3,-4.695030738
2013,-2.035145013,-2.160283651,0,3,-6.1054350390000005
2014,1.847273487,1.703152879,1,2,3.694546974
2015,-0.372348665,-0.738311307,0,1,-0.372348665
2016,-0.563918469,-0.273879727,0,1,-0.563918469
2017,-4.157210579,-4.301253706,0,3,-12.471631737
2018,1.004453438,0.696515077,1,2,2.008906876
2019,-2.216923951,-2.731146018,0,3,-6.650771853
2020,0.230793002,0.387654745,1,0,0.0
2021,0.229970307,0.026537116,1,0,0.0
2022,2.873945652,2.068875526,1,2,5.747891304
2023,-2.433144564,-2.91445208,0,3,-7.299433692
2024,-0.016698388,-0.0195407195,0,3,-0.050095164000000005
2025,0.687321269,0.605106203,0,0,0.0
2026,3.644366291,3.546949391,1,2,7.288732582
2027,2.194528,2.041425556,1,2,4.389056
2028,0.492352631,-0.097988858,1,0,0.0
2029,-0.934292911,-1.284112321,0,1,-0.934292911
2030,1.493585824,1.967096618,1,2,2.987171648
2031,-1.832380632,-1.417889381,0,3,-5.4971418960000005
2032,0.619182485,0.850363198,1,0,0.0
2033,1.209053684,1.404854725,1,2,2.418107368
2034,1.944795474,2.306697838,1,2,3.889590948
2035,5.322330853,4.874012958,1,2,10.644661706
2036,0.76206698,0.775238327,1,0,0.0
2037,-0.931332666,-1.379439526,0,3,-2.793997998
2038,-0.018363812,-0.4595296,0,1,-0.018363812
2039,-3.686683643,-3.539457668,0,3,-11.060050928999999
2040,-1.49064412,-1.111943945,0,3,-4.47193236
2041,-1.045173346,-1.122712999,0,1,-1.045173346
2042,-1.093112776,-0.433512603,0,3,-3.2793383279999997
2043,0.519713987,0.604427718,0,0,0.0
2044,-1.645692452,-1.956406665,0,3,-4.937077356
2045,2.413944186,1.979252765,1,2,4.827888372
2046,0.291494397,0.698746991,1,0,0.0
2047,-0.136204346,-0.0848207,0,1,-0.136204346
2048,-0.693104084,-0.422685132,1,1,-0.693104084
2049,0.74461994,-0.318565364,1,0,0.0
2050,1.939065212,2.036934025,1,2,3.878130424
2051,-2.068741337,-2.273451012,0,3,-6.206224011
2052,-1.238803315,-1.796307129,0,3,-3.7164099449999997
