,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,category_1_encoded,Region A,Region B,Region C
1752,-0.654075683,-1.757850673,0.996825377,-1.911317049,-0.510065164,-2.321845773,-1.600266417,-2.096309717,0,3,0,0,1
1753,-1.830632897,-3.886285059,3.094997845,-4.356868322,-0.352014724,1.433977524,0.344252731,1.860070965,0,3,1,0,0
1754,0.5112026,0.906256981,-0.978259353,1.253898656,-0.000777262,-1.890301305,-0.614838976,-1.909528281,1,2,0,0,1
1755,1.373658545,2.746620921,-2.240983546,2.980361944,-0.683277631,-0.003137471,-0.755249547,-2.068820803,1,2,0,1,0
1756,-0.137448515,-0.303903768,0.057527668,-0.837707396,0.907906326,0.249146707,0.885368006,0.589169295,0,1,0,0,1
1757,0.952874547,1.881411357,-1.079714141,1.844101524,-0.676806741,-0.286638898,-0.400416327,-1.296846178,1,2,1,0,0
1758,1.612278258,3.306175728,-2.030729263,3.079590268,0.522845916,-0.726826492,-0.364227371,-1.78638452,1,2,1,0,0
1759,1.314914454,2.449170285,-2.391138751,1.808533279,-0.317143698,3.179378885,0.97902882,3.678520288,1,2,1,0,0
1760,1.639964529,3.466757347,0.005196478,2.900829564,0.147441595,-0.222928647,-0.473352151,-0.815915297,0,2,0,0,1
1761,0.742127491,1.57094547,-0.867518745,1.064561541,-0.905652351,-1.79885249,-1.619510247,-1.673547945,1,2,0,0,1
1762,0.075433639,0.086900825,0.352927985,0.063528924,-0.589976285,1.953905625,0.987881135,1.999877671,1,0,0,1,0
1763,-1.601965812,-2.883750025,2.518481127,-3.066931225,-0.111217523,-1.445075211,-0.387908787,-1.847735142,0,3,0,1,0
1764,-0.246062488,-0.180841769,0.355815696,-0.564516954,0.354382434,-0.218133836,0.096010302,-0.115070528,0,1,1,0,0
1765,-0.843246595,-1.49991412,1.608434899,-1.656667331,0.555123852,-1.809253394,-0.348991162,-2.08442102,0,3,1,0,0
1766,2.170942717,3.738174081,-3.046742939,4.03718807,-0.939718964,0.422867011,-0.424922698,0.44664898,1,2,1,0,0
1767,-0.175885812,-0.035982606,0.937298243,0.106695833,-0.695019568,0.079560545,-0.496077942,-0.113538707,1,1,0,1,0
1768,0.123204807,0.405361318,0.102805143,0.806108841,0.459583477,-0.058018506,0.432014245,-0.308746471,1,0,0,1,0
1769,0.551485376,1.50425248,-0.781163671,1.412927334,0.626110852,0.300036337,0.512953219,-0.029785261,1,2,0,1,0
1770,0.043602446,0.334697811,-0.417634984,0.975720687,-0.526856945,1.635602857,0.774418158,1.186377824,1,0,0,0,1
1771,1.69505104,3.705770616,-2.716851714,3.84500257,-0.540693906,1.406188479,0.448115321,1.832443659,1,2,1,0,0
1772,-0.622649362,-1.069567753,0.005196478,-1.265134723,-0.823941121,-2.078814534,-1.56398707,-2.305271518,0,3,1,0,0
1773,0.194607455,0.65895355,-0.356429794,0.696134274,-0.699412049,-1.349306526,-1.08908221,-1.915098113,1,0,0,0,1
1774,-0.742470586,-1.086116423,1.391526157,-1.585346804,-0.983968216,1.848745235,0.524527682,1.644255513,0,3,0,1,0
1775,-1.320022511,-2.596734075,1.97893244,-2.719208129,0.17966248,-1.565660443,-0.621040272,-1.82957343,0,3,0,1,0
1776,-0.611769091,-1.537984291,0.005196478,-1.365994599,0.807782688,0.983794569,0.616215447,0.786758143,0,3,0,1,0
1777,-0.037036797,-0.135565774,0.156827316,0.109102029,-0.700847801,1.67896514,0.452547848,2.035677992,0,1,0,1,0
1778,-0.429302225,-0.780615329,0.52302565,-0.944680218,0.502887327,-3.283160595,-1.846303991,-3.597046504,0,1,1,0,0
1779,-0.69242098,-1.369864443,1.064919016,-0.276308272,0.147317373,-0.812677461,-0.437414457,-1.002456683,0,3,0,1,0
1780,-1.406317464,-3.061947321,2.251105203,-3.130830418,0.879843785,1.630068268,0.978728615,1.951642483,0,3,1,0,0
1781,-0.083105573,-0.49242467,0.166425378,-1.163782287,0.596245045,-0.293947742,-0.762612529,-0.071982448,0,1,1,0,0
1782,-1.504720374,-3.157673282,2.30228583,-2.672366405,0.705458046,-0.808350477,0.611559107,-1.151894195,0,3,1,0,0
1783,0.760055964,1.681659839,-1.370798978,1.92451076,0.278284305,1.662229562,0.73856827,2.145243834,1,2,1,0,0
1784,0.082439753,0.48094746,-0.253552509,0.573622988,0.622672239,2.207811512,1.132852548,2.66251995,0,0,0,0,1
1785,-0.003938486,-0.016698388,2.863865488,-2.917757833,-0.298260993,-1.356819488,-0.340664002,-0.937235501,0,3,0,0,1
1786,-0.309209077,-0.406932697,0.832353563,-0.24959409,-0.58196481,3.534261561,1.124544398,3.685543227,1,1,1,0,0
1787,-0.752156406,-1.520475926,0.686082339,-0.872869427,0.825039942,-3.568433466,-1.807113612,-3.655262315,0,3,0,0,1
1788,0.31917451,0.289932529,-1.188852453,0.370585704,0.468671756,-3.014226692,-1.334399797,-3.551316992,1,0,0,0,1
1789,1.340450446,2.589856776,-1.987817943,2.001843341,-0.818594206,-0.908759094,-1.012168699,-1.600559096,1,2,0,1,0
1790,-1.87517247,-3.802097822,3.080800573,-5.183439455,0.733819056,-0.669058866,-0.159427272,-0.71145488,0,3,0,1,0
1791,0.115026079,0.130641661,-0.32852167,0.284465485,-0.30219212,-0.577529095,-0.715051908,-0.570428043,0,0,1,0,0
1792,-0.160132796,-0.309326618,0.546696812,-0.703692035,-0.403444419,-1.069010308,-0.792804156,-1.199606548,1,1,0,1,0
1793,0.671340076,1.430964105,-0.989113745,1.391079018,0.246627135,-1.451221745,-0.111350242,-1.506722318,1,2,1,0,0
1794,0.213196628,0.596996294,-0.368713326,0.273365245,0.137197272,-0.440624811,-0.634906385,0.241181865,1,0,1,0,0
1795,-0.751969332,-1.559562636,1.35478855,-1.91192623,0.076513442,-1.179692796,-0.299408709,-0.366010243,0,3,0,0,1
1796,-0.319053936,-1.018859752,0.319018166,-1.324969406,-0.490245633,1.363855476,0.896912273,0.810882458,0,1,0,0,1
1797,-0.796025857,-1.688627257,1.108026889,-1.958577401,0.919547503,0.06122893,0.302529107,0.205486151,0,3,1,0,0
1798,1.076007139,2.160756357,-1.412960529,2.471250752,0.900241848,-0.44232559,0.341877049,-0.416341157,1,2,1,0,0
1799,0.021311649,0.287184882,-0.041386254,0.516642399,-0.99167562,-0.14423731,-0.604545068,0.193245101,1,0,0,0,1
1800,1.901190686,3.688819803,-2.279153147,3.205624274,-0.324344742,2.228322734,0.436202508,3.095094686,1,2,1,0,0
1801,-0.060660814,-0.018812902,0.299138845,-0.447506792,-0.908902672,-0.966813027,-0.572161839,0.127186957,0,1,1,0,0
1802,-0.708406767,-1.358795954,1.251254299,-1.207147192,0.700497533,-2.546782851,-0.912576328,-2.186972738,0,3,1,0,0
1803,-1.513714393,-3.018648679,2.255720195,-2.597647732,0.773036477,-1.954729491,-0.74714206,-1.934694096,0,3,0,1,0
1804,-1.803139676,-3.420172689,2.967135917,-3.005316145,0.036596567,-0.466042399,-0.671223728,-0.647324421,0,3,0,0,1
1805,-1.584135943,-3.300440125,2.279421583,-3.701603662,0.679356069,0.96300639,0.977451901,2.206396068,0,3,0,1,0
1806,0.267126651,0.419216012,-0.315976651,0.814940585,0.406720632,1.759615042,1.128803287,1.375907392,1,0,0,1,0
1807,0.508725023,1.015069882,-1.037975449,0.304562028,-0.000852114,3.297276685,1.829953711,3.708631319,1,2,1,0,0
1808,-1.581190702,-3.290410705,2.683618471,-3.371564472,-0.272377202,1.478310144,0.769545881,1.346208762,0,3,1,0,0
1809,0.895038314,1.891679086,-1.255376062,2.086489663,-0.467549949,-1.765895926,-1.360682758,-2.435211116,1,2,1,0,0
1810,-0.483061052,-1.108760564,1.319345497,-1.940282569,-0.481141725,-0.40645175,-1.469768531,0.451305431,0,1,1,0,0
1811,0.146793012,0.338846866,0.497499997,1.175989635,0.124128768,-4.327320501,-2.134577828,-5.198449523,1,0,1,0,0
1812,1.612220628,3.204406703,-2.189335107,3.735084776,-0.666382347,-0.623080717,-0.697885323,-1.697463012,1,2,0,0,1
1813,0.896839316,1.836663825,-1.32473138,2.095465414,-0.650416248,-1.21021379,-0.881169861,-0.860155978,1,2,0,1,0
1814,-0.268530648,-0.629009575,0.118976618,-1.015020858,-0.979213319,-4.626050778,-2.347268661,-4.778211438,0,1,0,1,0
1815,-0.891192225,-1.85020211,1.608213279,-1.87744356,0.226656119,4.215071152,2.206245226,4.430868292,0,3,0,0,1
1816,-2.151815401,-4.284428949,3.290808471,-3.968260881,0.988688371,-0.755967495,0.324134256,-0.759535255,0,3,1,0,0
1817,-0.719153319,-1.397891737,1.240140431,-1.846956364,0.778438751,-4.214420346,-1.604863049,-3.914112682,0,3,0,0,1
1818,-0.211130239,-0.423100861,0.835631574,-0.495290553,0.411379609,-0.548280795,-0.483893211,-0.696128922,0,1,1,0,0
1819,-0.987179527,-1.633286583,1.233442304,-1.269133043,0.571050596,3.301540461,1.5492409,3.752658627,0,3,0,1,0
1820,-0.131256967,-0.460661318,-0.0804058,-1.058499319,-0.166294567,3.814198167,2.170026967,4.279720839,0,1,1,0,0
1821,0.076851883,0.140863007,-0.186205606,0.273832891,-0.40384089,0.116741042,-0.407389942,0.891197191,1,0,1,0,0
1822,-0.224855982,-0.764437768,0.583644318,-1.46634562,-0.262743436,0.192755496,0.075754378,0.824770108,0,1,0,1,0
1823,-0.650002581,-1.225588866,1.141464043,-1.603127568,-0.837155837,2.451186546,0.499831717,2.397962167,0,3,0,1,0
1824,0.168654672,0.114260037,-0.521688561,-0.087577006,0.267590396,-0.30102384,0.207214045,0.047056232,0,0,0,0,1
1825,0.44194065,0.828219248,-0.435945104,1.033641493,-0.650269956,0.920567663,0.209375841,1.129250284,1,0,1,0,0
1826,-1.090399077,-2.25521102,1.27523477,-2.535526661,0.525756422,1.679180131,1.013115998,1.889727419,0,3,0,1,0
1827,1.41093238,2.878042985,-2.367721072,2.928262341,-0.620047075,-2.151872404,-1.185984424,-2.813756592,1,2,0,0,1
1828,-0.098588132,-0.307734448,0.113245003,-0.582625703,-0.543751949,3.073534658,1.342801056,3.450144385,1,1,0,1,0
1829,0.018849623,-0.081361894,-0.194303808,-0.293608602,0.914611279,-1.759376971,-0.639062625,-1.455007339,0,0,0,1,0
1830,0.708214423,1.703600139,-0.795363788,2.203864742,-0.789208176,-1.267583271,-1.024810234,-0.35744127,1,2,1,0,0
1831,0.233216131,0.523345621,-0.263910652,0.063254349,-0.002314922,0.199644601,0.299397803,0.782436045,1,0,0,0,1
1832,0.953136634,1.794063097,-0.900036598,2.097724687,-0.874626985,1.879202749,0.834596449,1.953989374,1,2,0,1,0
1833,0.287124165,0.524081596,-0.504841857,0.523656042,-0.819218016,1.354809907,0.229180046,1.303934197,1,0,0,0,1
1834,-0.612437375,-0.895803759,0.881995417,-1.126025234,0.267000724,-0.098799359,0.620036661,-0.600837338,1,3,0,1,0
1835,0.361503525,0.675974075,-0.179140505,0.188964942,0.261454526,0.568339582,0.191541934,1.477196441,1,0,0,0,1
1836,-1.143726207,-2.425307739,1.68831307,-2.883802262,-0.613759437,2.146579471,0.299356549,1.613871415,0,3,0,1,0
1837,0.108559706,0.080120182,0.285362016,-0.215337828,0.744973031,0.016786855,-0.042438564,-0.917709293,1,0,1,0,0
1838,-0.033229991,-0.176285277,0.212093449,-0.23630704,0.404373991,-1.624110734,-0.612854058,-1.174170818,1,1,0,1,0
1839,-0.208116857,-0.535133259,-0.393660655,-0.293729405,-0.398778834,-1.205855678,-0.798709852,-1.162376365,0,1,0,0,1
1840,-0.128537511,-0.513004593,0.546077391,-0.633100297,-0.503226884,1.818561316,0.695347979,1.950767333,1,1,1,0,0
1841,-1.881849045,-3.98853811,3.096591612,-4.081862451,0.508570506,-1.622473717,-0.757368612,-1.529189132,0,3,1,0,0
1842,-0.548724908,-1.26331389,1.108487143,-1.29690998,0.467247848,-3.135687398,-0.666505333,-3.664710204,0,3,0,0,1
1843,0.092844901,0.304004006,-0.712560865,0.494715083,-0.702336177,-0.608377363,-0.202077734,-0.423951157,1,0,1,0,0
1844,0.159856392,0.243465327,-0.438681576,0.501386454,-0.301624303,-0.150694588,-0.569445594,-0.312086821,0,0,1,0,0
1845,-1.027675141,-2.09678262,1.364901261,-2.65156881,-0.566645507,1.720996603,0.546596766,1.489610998,0,3,1,0,0
1846,1.265707841,2.785433287,-2.150898172,2.672603403,-0.411711608,-2.915552788,-1.648846881,-2.204035766,1,2,1,0,0
1847,-0.866174848,-1.473348266,1.821839032,-0.98238666,-0.424872075,0.692943844,0.339724895,1.088489527,0,3,1,0,0
1848,0.969457201,1.882489412,-1.457716152,1.356041431,0.9520474,2.302518009,1.170022315,1.152056363,0,2,0,0,1
1849,0.427194362,0.728216022,-0.651759826,0.757941178,0.500422746,-1.634690402,-1.081371555,-1.526536565,1,0,1,0,0
1850,-0.64622731,-1.465340682,1.134943458,-1.533678284,0.560104098,0.163287423,-0.003977382,0.69631527,0,3,0,1,0
1851,1.775310893,3.689176939,-2.492175839,3.462506703,-0.445153669,-4.301183086,-1.921935974,-4.924158843,1,2,1,0,0
1852,-1.193636832,-2.42821511,0.789987434,-1.79190205,-0.99894583,1.746327416,0.177279324,1.314493485,0,3,1,0,0
1853,0.919154174,1.761009369,-1.572638522,1.775743693,-0.88368599,1.591192731,0.596312183,2.091325349,1,2,0,0,1
1854,1.000582318,1.838431721,-1.92471005,2.44288975,0.105999533,-0.039955572,0.209671182,-0.266948897,1,2,1,0,0
1855,-0.670620209,-1.4951737,1.126022142,-1.492922818,-0.429037722,-2.65456234,-1.595705182,-3.643672719,0,3,0,1,0
1856,1.3924653,2.848942238,0.005196478,3.033044594,-0.614090799,1.333766516,0.60806884,1.933637462,0,2,0,1,0
1857,-0.250046515,-0.763180682,0.005196478,-0.994069286,-0.900718157,-0.489995865,-1.063613274,-0.577148878,0,1,0,1,0
1858,0.288693629,0.776360997,-1.056596369,0.549923527,0.751763479,-0.003137471,-2.545930986,-5.373913506,1,0,0,1,0
1859,0.260321839,0.413874749,-0.483438426,0.577613761,0.200254694,1.556424965,0.213326495,1.531783879,0,0,0,1,0
1860,-0.134308741,-0.298544672,0.005196478,-0.127465689,-0.785253571,2.327231619,0.800293646,2.887720143,0,1,1,0,0
1861,0.810808273,1.354220955,-0.793377565,1.593415781,0.532808032,2.678611568,1.368013303,2.129122833,1,2,1,0,0
1862,0.793488721,1.584504253,-0.974574055,1.735175568,0.511651182,-2.554005768,-0.364198946,-2.221947558,1,2,1,0,0
1863,-1.748531973,-3.562728135,2.222158372,-4.097296506,-0.421192718,-3.833587963,-2.109785103,-3.174237553,0,3,0,1,0
1864,1.304340243,2.598664366,-1.578689823,2.276116895,-0.623146217,-0.820770286,-0.476150001,-1.49545518,1,2,0,1,0
1865,-1.662491988,-3.030642196,2.710938659,-2.690665042,0.627963752,1.035729056,1.027691007,0.665957796,0,3,0,1,0
1866,1.032546204,2.100632018,-1.583976017,1.317245872,-0.340870535,-1.885581456,-1.136520926,-1.063263669,1,2,0,1,0
1867,1.126705137,2.094478437,-2.2975686,2.211521333,0.694856162,-3.182068829,-0.945980101,-2.641487377,1,2,0,0,1
1868,-1.09096643,-2.324196843,1.922528131,-2.368948882,-0.912696774,1.449139167,0.27814266,1.039481021,0,3,0,1,0
1869,-0.410814288,-0.702602339,0.438571533,-0.362769592,-0.001422102,-0.690413684,-0.203241459,-1.297664017,0,1,1,0,0
1870,-1.105704668,-1.951670679,1.762406749,-1.785022204,-0.640809437,1.245178462,1.009583508,1.386519809,0,3,1,0,0
1871,-0.21492103,-0.373458456,0.342899704,-0.639050568,0.344089626,0.031593386,0.245520741,0.196399839,1,1,0,1,0
1872,-0.308034284,-0.478326019,0.923569922,-0.762066035,0.994427523,-0.332210388,0.172772055,-0.36178177,0,1,0,1,0
1873,0.779660532,1.681268609,0.005196478,1.47215522,-0.174977936,-0.128271964,-0.363969879,1.038400938,0,2,1,0,0
1874,1.310308746,2.904430375,-1.969997196,3.136455594,-0.799378906,-0.716890744,-0.78305576,-0.393515221,1,2,1,0,0
1875,1.395683811,2.401449587,-1.619941099,1.480564115,-0.364653761,-0.917084844,-0.605714447,-1.337306878,1,2,0,1,0
1876,-0.562168027,-0.990892265,0.645785367,-0.927940488,0.783012999,-2.202562238,-0.692029485,-1.67373714,0,3,1,0,0
1877,-0.209221874,-0.221696539,0.558129666,-0.574910374,0.531522048,0.966698893,0.274511988,0.995787643,0,1,0,1,0
1878,-1.683438192,-3.634621126,2.465572571,-3.558287007,-0.535576676,2.495074292,0.300682271,2.156716392,0,3,1,0,0
1879,-0.805870066,-1.78887377,0.908042511,-1.651074655,0.907197439,-1.000958615,-0.337497041,-0.550439347,0,3,0,1,0
1880,0.964851633,1.759546716,-1.446929154,1.094616083,0.244375869,3.732199248,2.005900403,4.469994942,1,2,1,0,0
1881,1.615582824,3.085407608,-2.215862701,2.994661037,-0.663901199,0.753155954,0.063584227,0.86108062,1,2,0,0,1
1882,-1.234348872,-2.565041154,2.25763626,-2.502813011,0.144644285,0.516349155,0.466856762,0.027716423,0,3,1,0,0
1883,-0.592464259,-1.136407956,1.331104584,-1.101227918,-0.097446265,1.310036364,0.715195978,1.366594296,0,3,0,0,1
1884,-0.026405757,0.120323416,-0.048820587,0.071443035,0.63939535,1.95021582,1.144948394,1.472127638,1,1,0,1,0
1885,0.280161159,0.776585709,-0.716416508,0.288230701,-0.311679941,-0.003137471,-0.916617493,-0.795895933,0,0,1,0,0
1886,-0.80960352,-1.786771652,1.11878361,-2.214222864,0.74995664,1.109646996,1.086120594,1.48688706,0,3,0,0,1
1887,0.424061044,0.679181489,-0.990550793,0.12796256,0.623940773,2.093269365,1.42643984,1.104958417,1,0,0,1,0
1888,-0.473839347,-0.684514326,0.005196478,-0.462896098,0.349206902,-0.003137471,-0.532736649,-0.400994885,0,1,1,0,0
1889,-0.014452271,0.100444245,-0.080821179,0.054215909,-0.482785555,0.009477663,-0.049221412,-0.177402982,0,1,1,0,0
1890,0.546284248,1.109141464,-0.601179311,1.088440169,0.940659153,-1.534515651,-0.009817302,-1.815654825,1,2,0,1,0
1891,0.00642227,0.107511875,-0.671413959,-0.574685503,0.097333561,-0.986096481,-0.207541401,-1.649763333,0,0,0,1,0
1892,-0.436385891,-0.878732537,0.434496452,-0.892173656,0.815027957,-0.699381824,0.347164434,-1.236132801,0,1,0,0,1
1893,-0.109609804,-0.114302671,-0.053240785,0.139152158,-0.568540201,-1.808393615,-1.413649393,-0.926069203,1,1,1,0,0
1894,-0.088362959,-0.243939258,0.488682615,-0.980675088,0.966756604,-0.125894839,0.675970556,0.298778225,0,1,1,0,0
1895,-0.37001103,-0.686261073,0.220863232,-0.900423576,0.632118458,0.66165793,0.599535975,1.309005074,0,1,0,1,0
1896,-0.258796063,-0.819701335,0.456191302,-1.447840988,0.898453767,0.855900514,1.490623518,0.427234923,0,1,1,0,0
1897,1.598647171,3.059737482,-2.43640928,2.891624652,-0.575268535,-1.616942576,-0.827867278,-0.717613845,1,2,1,0,0
1898,0.560919448,0.986436661,-0.528466414,0.626039901,-0.138683843,-1.212643869,-0.546843916,-1.245944377,0,2,0,1,0
1899,-0.295480318,-0.665838643,0.621970036,-0.513475109,-0.804732156,1.701834269,0.963428622,1.307421105,0,1,1,0,0
1900,0.696954405,1.208606158,-1.009058487,1.276301983,-0.726060787,-1.217454268,-1.123646218,-1.75647685,1,2,0,1,0
1901,-0.33381949,-0.774347705,0.334329172,-0.257745942,-0.432082673,1.648382718,0.773355791,1.124205554,0,1,0,1,0
1902,1.173124638,2.043366463,-2.315389707,2.021735323,0.903251321,-1.464928773,0.389836028,-1.838250282,1,2,1,0,0
1903,0.369642192,0.84902448,-0.480337592,0.984419601,0.334383362,0.75399205,0.788144354,0.307054199,1,0,1,0,0
1904,-0.107302144,-0.231106992,0.320100156,-0.454189984,-0.370735386,1.504703351,0.612416946,1.956846361,0,1,1,0,0
1905,0.447716926,0.55439233,-1.144035672,0.11316647,0.909146638,-5.299372569,-2.276057376,-3.998791689,0,0,0,1,0
1906,-1.570876152,-3.308718286,1.986205979,-2.974813312,0.479462813,1.736933931,0.817716433,1.613422977,0,3,1,0,0
1907,-1.126767469,-2.186214652,1.765850195,-1.688912631,0.813958026,2.608142279,1.624183624,2.494296239,0,3,0,1,0
1908,-1.193925006,-2.496454402,1.892630015,-2.214192122,0.854441588,-0.617828915,-0.127342543,-1.546752785,0,3,1,0,0
1909,0.142943095,0.146497897,-0.511608835,0.198989147,0.5015395,0.691476789,0.527445473,0.228845923,1,0,0,0,1
1910,1.732514999,3.450111464,-2.770991913,3.060474042,-0.51373314,-1.678244816,-1.129046242,-2.488675435,1,2,1,0,0
1911,2.231300146,4.531319799,-3.897896871,4.987971069,0.99317791,-0.003137471,1.156694206,1.133684468,1,2,0,1,0
1912,0.638051101,0.988831711,-0.543897481,1.220635438,-0.34981832,-0.003137471,2.163555973,-0.007584003,1,2,0,1,0
1913,0.500844475,1.111714646,-1.141229035,1.92166609,0.343411499,-4.393471521,-2.204019235,-4.933991203,1,2,0,1,0
1914,-1.801057734,-3.762174125,2.864264419,-4.223943705,0.68962339,-1.001423054,0.11027063,-1.102950442,0,3,0,1,0
1915,-0.5426738,-1.088933193,0.803522491,-0.743906593,-0.649698011,1.593508731,0.680914199,1.46927576,0,3,1,0,0
1916,-0.787783752,-1.582651532,0.005196478,-1.36300893,0.21808336,2.523166588,1.29759034,2.864862826,0,3,0,1,0
1917,-0.620847598,-1.34710842,0.69359517,-1.4839193,-0.249654446,-2.764844738,-1.326978809,-2.712189529,0,3,0,1,0
1918,-0.168143819,-0.541019586,0.270591541,0.004514366,-0.511421861,-1.276381465,-0.972510758,-0.219154909,0,1,0,0,1
1919,-0.472090578,-1.001318465,0.198607794,-0.840380406,-0.976456374,-1.160635777,-1.132501564,-1.535217665,0,1,0,0,1
1920,-1.97929981,-3.633533559,2.387391664,-4.00829077,0.743948128,-1.305991596,0.185138937,-0.856214051,0,3,1,0,0
1921,0.747910256,1.223485506,-0.942965309,1.1761499,-0.728236906,-0.232349179,-0.521641748,-0.529962627,1,2,0,0,1
1922,-1.072743026,-1.807023448,1.073606787,-2.18656697,0.756234321,-2.857381927,-1.172326468,-3.658317559,0,3,0,1,0
1923,0.239246864,0.426549494,-0.427335556,0.239143208,0.201381198,-0.509050796,-0.14847072,0.204260019,0,0,0,0,1
1924,2.07408267,4.155239623,-2.80773537,4.436770084,0.242111109,-1.872297794,-1.404699435,-0.935579376,1,2,1,0,0
1925,-0.919384592,-2.056111345,1.603082344,-1.660401727,0.657303589,-0.137709803,0.209411511,0.067284546,0,3,0,1,0
1926,-2.530287523,-5.214828929,3.596055638,-5.126343995,0.018882293,-1.410259954,-0.619268798,-1.725313204,0,3,0,1,0
1927,-0.286004222,-0.672590374,-0.047544608,-0.972620324,-0.285430864,-0.338073433,0.282663713,-0.907332125,0,1,1,0,0
1928,1.100959635,1.992780276,-1.498590994,2.145423644,-0.722386632,-2.072874731,-1.369916767,-1.792572335,1,2,1,0,0
1929,1.958347454,3.874911317,-2.534844146,4.164271172,0.140830762,1.905401229,1.154490977,0.84200652,1,2,1,0,0
1930,-1.229549594,-2.540502367,1.645652968,-3.329347065,0.106334109,-0.651193223,-0.168500091,-0.215325353,0,3,1,0,0
1931,0.496699223,1.363554675,-0.986042692,1.410146185,-0.412207029,0.027655506,0.488305052,-0.181286557,1,0,0,1,0
1932,-0.465310457,-1.163815751,0.540495096,-1.23989167,0.200113851,-0.291638858,0.255047729,-0.5113333,0,1,1,0,0
1933,-0.105948354,-0.191358605,0.330405145,0.190125897,-0.121266228,0.014464437,-0.488700349,-0.522083604,0,1,0,0,1
1934,2.644343347,5.33825595,-3.597959739,5.492531616,0.611060308,-0.003137471,0.676470259,-0.714227684,1,2,0,1,0
1935,-1.502970328,-3.220004767,1.882573449,-3.026264086,0.118972515,1.610276721,0.581146596,1.581204486,0,3,0,1,0
1936,0.253739661,0.644844822,-0.830094035,0.452080436,0.867357173,-0.572133798,-0.048477898,-0.474377723,1,0,0,1,0
1937,0.467693172,0.855720941,0.000459139,0.856381628,0.035965937,-1.439587071,-1.09173203,-1.485450947,1,0,1,0,0
1938,1.085786325,1.67309472,-1.681876324,2.050568707,0.774990606,0.083430579,0.975910883,0.630801566,1,2,0,1,0
1939,0.097983153,0.327936229,-0.071106891,0.301984336,0.041050276,-1.225808423,-0.236476213,-1.195857914,0,0,0,1,0
1940,0.30805054,0.392712902,-0.669655061,0.462580724,0.116069607,-0.149827157,0.352319696,0.20796158,1,0,0,0,1
1941,-0.391648567,-0.992852124,0.734461544,-1.607235043,-0.266384009,-2.104054538,-0.87445296,-2.838401051,0,1,0,1,0
1942,0.269126941,0.675834299,-0.115672149,0.648418285,-0.199661753,2.099564945,1.157174224,1.878617003,1,0,0,0,1
1943,-0.343192275,-0.755816847,0.604727265,-1.560616835,0.866202975,-1.561065516,-0.443338792,-0.81931035,0,1,1,0,0
1944,0.62157189,1.42669821,-0.410100412,1.220240262,-0.553435196,2.398807286,0.984500592,2.884656698,1,2,0,1,0
1945,-0.369610336,-0.497187453,0.456392127,-0.47178123,-0.757084557,-0.122251451,-0.594570764,0.044567344,0,1,1,0,0
1946,0.377100394,0.625215096,-0.644515333,0.932027414,0.660421824,1.712306377,0.930963518,1.523012321,1,0,0,1,0
1947,-0.029262814,0.100126872,0.113316126,-0.299537106,0.153821599,-1.534623931,-0.882545771,-2.002736808,0,1,0,1,0
1948,1.126050251,2.101008341,-1.549586883,2.250481999,-0.430705371,-3.933690176,-1.475946088,-4.19850502,1,2,0,1,0
1949,-0.051393724,0.343835736,0.145474764,0.931233098,-0.135199559,-3.297619757,-1.831100156,-2.978878283,1,1,0,1,0
1950,-1.773032468,-3.684656337,2.274224194,-3.940953884,0.049810454,5.00580467,2.828040445,4.014397296,0,3,1,0,0
1951,1.261921501,2.72906049,-1.799127701,2.110239321,0.184280514,-1.195880596,0.117350888,-0.298362858,1,2,0,0,1
1952,-0.905732301,-1.642706597,1.246346376,-1.526770614,0.642102046,2.192316126,1.65142081,2.811732743,0,3,0,0,1
1953,-0.653766339,-1.244315113,0.806356404,-1.721113915,-0.211295345,-2.595512574,-1.639809671,-1.987555651,0,3,0,1,0
1954,-0.595661294,-1.32543122,0.903236557,-1.65303065,0.353006226,0.357709447,0.13437475,0.665007681,0,3,1,0,0
1955,1.374438093,2.718596688,-2.350113946,3.087931465,0.669533948,0.696814436,0.718830055,0.750794321,1,2,0,0,1
1956,-2.135674214,-4.702066051,2.862893924,-3.95130634,0.687546912,-0.003137471,-9.65E-05,-0.007584003,0,3,0,0,1
1957,-0.003938486,-0.016698388,0.005196478,-0.01954072,-0.49150959,-0.635717478,-0.136550734,-0.818743049,1,2,0,1,0
1958,1.056056809,2.182036684,-1.059914015,1.887068788,-0.299653911,-1.422536098,-0.700100002,-0.363648462,1,2,0,1,0
1959,0.223238914,0.473177712,-0.168138975,0.297230127,0.189812069,0.701867219,0.384587216,0.632619221,1,0,0,0,1
1960,-0.054894001,-0.704449235,0.047311765,-0.923572457,0.771544782,-1.849525174,-0.425156803,-2.087356005,0,1,0,1,0
1961,0.285554075,0.317980861,-0.628498083,1.091297866,0.580892173,0.819153779,0.756796383,0.686416465,1,0,1,0,0
1962,0.521122428,0.89262666,-1.644493327,0.680399528,0.167925803,-0.106976909,0.085346889,-0.468588695,0,2,0,1,0
1963,0.645215586,1.348762959,-1.186382042,1.193662193,0.967467261,-1.507635309,-0.532706203,-1.103115697,1,2,0,1,0
1964,0.555604466,1.169076713,-0.618646798,1.815547702,-0.122025541,0.988767868,0.165112964,0.729242613,1,2,0,1,0
1965,0.089580681,0.145116604,0.148281269,0.375787129,0.684901142,0.216642739,0.549414063,0.153718386,1,0,0,1,0
